,X_i,Y_i,Z_i,X_f,Y_f,Z_f,Cu [%],Au [ppm],Ton [t],B [$]
839,75.0,105.0,40.0,90.0,115.0,65.0,3.5243224479671165,0.683799664774509,22898.02,6196299.22
840,75.0,105.0,45.0,90.0,115.0,70.0,2.9815183623015904,0.6094615990559501,19626.08,4427140.79
841,75.0,110.0,0.0,90.0,120.0,25.0,2.685075707628871,0.5320062935109343,22372.25,4467296.58
842,75.0,110.0,5.0,90.0,120.0,30.0,3.4130995040420506,0.6722071022084748,22947.510000000002,5995980.450000001
843,75.0,110.0,10.0,90.0,120.0,35.0,4.009687009577198,0.7810165587460557,23404.55,7299223.42
844,75.0,110.0,15.0,90.0,120.0,40.0,4.499130357410934,0.8611036490021877,23713.88,8376153.880000001
845,75.0,110.0,20.0,90.0,120.0,45.0,4.867331908910546,0.9147269256891262,23911.440000000002,9186747.67
846,75.0,110.0,25.0,90.0,120.0,50.0,5.040665122159508,0.9345556789826936,23981.76,9558329.1
847,75.0,110.0,30.0,90.0,120.0,55.0,5.003065279478273,0.9343450478966853,23988.090000000004,9491145.31
848,75.0,110.0,35.0,90.0,120.0,60.0,4.7350269630205934,0.9147713068383397,23958.739999999998,8958270.04
849,75.0,110.0,40.0,90.0,120.0,65.0,4.277989891904836,0.8751562092735946,23594.949999999997,7944022.14
850,75.0,110.0,45.0,90.0,120.0,70.0,3.9314448311955057,0.8340455806696884,20254.199999999997,6239660.84
851,75.0,115.0,0.0,90.0,125.0,25.0,1.9853647651128585,0.42740386605894426,22027.6,3119952.32
852,75.0,115.0,5.0,90.0,125.0,30.0,2.6655442326711216,0.5645033190204998,22609.079999999998,4500206.210000001
853,75.0,115.0,10.0,90.0,125.0,35.0,3.2678749401892944,0.6816094104771502,23135.489999999998,5786671.04
854,75.0,115.0,15.0,90.0,125.0,40.0,3.778257469400879,0.7751304239837402,23512.93,6899208.83
855,75.0,115.0,20.0,90.0,125.0,45.0,4.176473804272639,0.84432811990808,23781.550000000003,7783599.699999999
856,75.0,115.0,25.0,90.0,125.0,50.0,4.377452344262404,0.8772961549144013,23906.88,8234346.629999999
857,75.0,115.0,30.0,90.0,125.0,55.0,4.435201488394939,0.8974280204673097,23942.57,8376712.8100000005
858,75.0,115.0,35.0,90.0,125.0,60.0,4.303226965857175,0.9086970804563946,23972.239999999998,8153541.16
859,75.0,115.0,40.0,90.0,125.0,65.0,4.01491033245965,0.9036503152116602,23631.739999999998,7502942.969999999
860,75.0,115.0,45.0,90.0,125.0,70.0,3.7819385346167076,0.8788857890551951,20298.579999999998,6058743.779999999
861,75.0,120.0,0.0,90.0,130.0,25.0,1.547924695456531,0.34395587193575505,21796.559999999998,2278681.0
862,75.0,120.0,5.0,90.0,130.0,30.0,2.196922586467565,0.47203586086799343,22349.71,3554810.7800000003
863,75.0,120.0,10.0,90.0,130.0,35.0,2.8105350052693856,0.5915320130972499,22896.409999999996,4829760.57
864,75.0,120.0,15.0,90.0,130.0,40.0,3.3425742940504253,0.6943457519007201,23303.01,5970703.029999999
865,75.0,120.0,20.0,90.0,130.0,45.0,3.7439952463852553,0.7835349188312238,23619.92,6873352.970000001
866,75.0,120.0,25.0,90.0,130.0,50.0,3.8839670978680854,0.8332980458318713,23797.85,7236266.35
867,75.0,120.0,30.0,90.0,130.0,55.0,3.8952973752197444,0.8639733226612805,23862.949999999997,7311840.28
868,75.0,120.0,35.0,90.0,130.0,60.0,3.756672509571573,0.8843213739902482,23909.34,7091382.37
869,75.0,120.0,40.0,90.0,130.0,65.0,3.451220288202945,0.8766769677190276,23544.52,6416253.7299999995
870,75.0,120.0,45.0,90.0,130.0,70.0,3.200955784380879,0.853298094935422,20263.879999999997,5109020.08
871,75.0,125.0,0.0,90.0,135.0,25.0,1.5880530293285162,0.32628518986238736,21689.129999999997,2327578.24
872,75.0,125.0,5.0,90.0,135.0,30.0,2.2331328118420464,0.44542768575593794,22204.27,3576454.7700000005
873,75.0,125.0,10.0,90.0,135.0,35.0,2.841885596688263,0.5583140958284711,22726.44,4823769.38
874,75.0,125.0,15.0,90.0,135.0,40.0,3.353015827228611,0.6602394907885332,23122.809999999998,5916022.04
875,75.0,125.0,20.0,90.0,135.0,45.0,3.6769681682829076,0.7546832158447726,23450.51,6676800.19
876,75.0,125.0,25.0,90.0,135.0,50.0,3.6660543441321627,0.8124961535405181,23658.12,6774014.08
877,75.0,125.0,30.0,90.0,135.0,55.0,3.552625090825508,0.8512424676922197,23754.34,6632407.94
878,75.0,125.0,35.0,90.0,135.0,60.0,3.352987498263473,0.877988419514746,23826.29,6313292.13
879,75.0,125.0,40.0,90.0,135.0,65.0,2.9798427523220234,0.8695467709731715,23479.52,5532032.379999999
880,75.0,125.0,45.0,90.0,135.0,70.0,2.6737924965466977,0.8485136839409748,20306.65,4284813.59
881,75.0,130.0,0.0,90.0,140.0,25.0,1.9051151993435886,0.3628846854155816,21693.699999999997,2905148.3
882,75.0,130.0,5.0,90.0,140.0,30.0,2.613200159286311,0.4830452155095136,22199.019999999997,4275341.14
883,75.0,130.0,10.0,90.0,140.0,35.0,3.2391969177146827,0.5916952877616075,22700.04,5559761.9399999995
884,75.0,130.0,15.0,90.0,140.0,40.0,3.71414458875209,0.6845703492553091,23083.4,6585089.58
885,75.0,130.0,20.0,90.0,140.0,45.0,3.951784059333989,0.7710740520668576,23393.0,7180578.27
886,75.0,130.0,25.0,90.0,140.0,50.0,3.7923420553096454,0.8218840147531978,23574.55,6991437.29
887,75.0,130.0,30.0,90.0,140.0,55.0,3.544881290692541,0.8562908532387414,23646.839999999997,6593321.99
888,75.0,130.0,35.0,90.0,140.0,60.0,3.2728903584553546,0.8843984643653802,23706.16,6141172.24
889,75.0,130.0,40.0,90.0,140.0,65.0,2.8219480540595114,0.8763430078433184,23372.760000000002,5227937.33
890,75.0,130.0,45.0,90.0,140.0,70.0,2.4762715450358366,0.8614229846555503,20300.5,3981780.34
891,75.0,135.0,0.0,90.0,145.0,25.0,2.317818643351115,0.4214759399977137,21781.17,3671260.3000000003
892,75.0,135.0,5.0,90.0,145.0,30.0,3.155201979651491,0.5527661175998294,22319.079999999998,5307402.79
893,75.0,135.0,10.0,90.0,145.0,35.0,3.879296303013735,0.6640770458105962,22826.16,6799128.67
894,75.0,135.0,15.0,90.0,145.0,40.0,4.345079628129095,0.752780441866078,23201.600000000002,7826065.23
895,75.0,135.0,20.0,90.0,145.0,45.0,4.502220465208142,0.8318347866653839,23493.14,8282106.97
896,75.0,135.0,25.0,90.0,145.0,50.0,4.233506242609885,0.8793025340315556,23629.54,7880510.350000001
897,75.0,135.0,30.0,90.0,145.0,55.0,3.866798446732731,0.9114434063567521,23635.34,7243819.43
898,75.0,135.0,35.0,90.0,145.0,60.0,3.464181801550148,0.9435148531204132,23613.22,6535097.41
899,75.0,135.0,40.0,90.0,145.0,65.0,2.9007711774823326,0.9513252764476451,23262.09,5429972.680000001
900,75.0,135.0,45.0,90.0,145.0,70.0,2.5132828432818664,0.9473251931609531,20270.659999999996,4118461.2300000004
901,75.0,140.0,0.0,90.0,150.0,25.0,2.5858007372512213,0.45644209732832197,21862.29,4165112.96
902,75.0,140.0,5.0,90.0,150.0,30.0,3.597460034131411,0.6061159639406234,22448.53,6154360.130000001
903,75.0,140.0,10.0,90.0,150.0,35.0,4.491927558160375,0.7323544968250846,22986.440000000002,8003006.38
904,75.0,140.0,15.0,90.0,150.0,40.0,5.061135763347656,0.8297190275435758,23371.33,9256505.34
905,75.0,140.0,20.0,90.0,150.0,45.0,5.243422149543613,0.9157514205578088,23659.72,9788805.06
906,75.0,140.0,25.0,90.0,150.0,50.0,4.958159308619917,0.9722154679007813,23777.370000000003,9367962.670000002
907,75.0,140.0,30.0,90.0,150.0,55.0,4.516217551655001,1.0073663134287223,23765.85,8589990.06
908,75.0,140.0,35.0,90.0,150.0,60.0,3.9772846610755064,1.0409357101048713,23662.35,7600939.07
909,75.0,140.0,40.0,90.0,150.0,65.0,3.245154752767724,1.053246473359284,23270.02,6168863.470000001
910,75.0,140.0,45.0,90.0,150.0,70.0,2.7512282902861664,1.0556430340942207,20348.61,4618116.63
911,75.0,145.0,0.0,90.0,155.0,25.0,3.0603149357926487,0.5084491177680283,21906.37,5030988.31
912,75.0,145.0,5.0,90.0,155.0,30.0,4.231618943768741,0.67635816968023,22504.92,7349231.640000001
913,75.0,145.0,10.0,90.0,155.0,35.0,5.323351758785255,0.8229575451575311,23065.920000000002,9614991.07
914,75.0,145.0,15.0,90.0,155.0,40.0,6.089327650683701,0.9366549314084102,23462.059999999998,11280649.08
915,75.0,145.0,20.0,90.0,155.0,45.0,6.351292251196688,1.0360546111587716,23767.67,12012200.75
916,75.0,145.0,25.0,90.0,155.0,50.0,5.997319649948775,1.1032897226523002,23903.93,11493749.55
917,75.0,145.0,30.0,90.0,155.0,55.0,5.540153478912483,1.1519078282062911,23920.55,10710700.120000001
918,75.0,145.0,35.0,90.0,155.0,60.0,4.953715635571066,1.2020174281508733,23812.05,9635251.84
919,75.0,145.0,40.0,90.0,155.0,65.0,4.0713824716557365,1.2236701600582063,23392.739999999998,7892177.45
920,75.0,145.0,45.0,90.0,155.0,70.0,3.4131586445754847,1.2259737570304095,20551.79,5888562.300000001
921,75.0,150.0,0.0,90.0,160.0,25.0,3.3984275528713046,0.5407360210046359,21892.31,5636061.79
922,75.0,150.0,5.0,90.0,160.0,30.0,4.65829730862271,0.7192683610365508,22479.940000000002,8131757.890000001
923,75.0,150.0,10.0,90.0,160.0,35.0,5.859743402033134,0.8814083271206403,23044.22,10629702.99
924,75.0,150.0,15.0,90.0,160.0,40.0,6.764872587765029,1.007037182034476,23448.690000000002,12582642.17
925,75.0,150.0,20.0,90.0,160.0,45.0,7.098732189806543,1.1110322370549635,23767.989999999998,13476407.649999999
926,75.0,150.0,25.0,90.0,160.0,50.0,6.712197222992314,1.181012402008103,23950.96,12934070.79
927,75.0,150.0,30.0,90.0,160.0,55.0,6.245789152113472,1.232670667754341,24026.8,12165077.93
928,75.0,150.0,35.0,90.0,160.0,60.0,5.64266969569104,1.2771813561979226,23983.52,11071506.399999999
929,75.0,150.0,40.0,90.0,160.0,65.0,4.696971483886958,1.2843095853251127,23563.52,9160123.120000001
930,75.0,150.0,45.0,90.0,160.0,70.0,3.9339519468645805,1.2792793902410917,20825.28,6861065.410000001
931,75.0,155.0,0.0,90.0,165.0,25.0,3.3249131443507123,0.5115399532315735,21792.479999999996,5466833.180000001
932,75.0,155.0,5.0,90.0,165.0,30.0,4.546306495417706,0.680483016239887,22342.519999999997,7858040.32
933,75.0,155.0,10.0,90.0,165.0,35.0,5.754376821097798,0.8420575119820267,22905.14,10346606.969999999
934,75.0,155.0,15.0,90.0,165.0,40.0,6.696068312766726,0.9726096039219063,23331.510000000002,12367649.149999999
935,75.0,155.0,20.0,90.0,165.0,45.0,7.06465556018361,1.089670607458751,23672.059999999998,13342553.09
936,75.0,155.0,25.0,90.0,165.0,50.0,6.711892835621025,1.190606494810847,23896.0,12918774.65
937,75.0,155.0,30.0,90.0,165.0,55.0,6.306373476770873,1.2645662453966322,24012.309999999998,12307144.0
938,75.0,155.0,35.0,90.0,165.0,60.0,5.74068670602241,1.2979681616831629,24049.010000000002,11308320.75
939,75.0,155.0,40.0,90.0,165.0,65.0,4.813419016698569,1.2797951712687319,23639.75,9395883.53
940,75.0,155.0,45.0,90.0,165.0,70.0,4.014167966732285,1.2575694192193898,21005.35,7026179.26
941,75.0,160.0,0.0,90.0,170.0,25.0,2.7066055178437547,0.41789903311703425,21661.36,4308519.48
942,75.0,160.0,5.0,90.0,170.0,30.0,3.8171717954858817,0.5691925633361704,22171.769999999997,6440030.72
943,75.0,160.0,10.0,90.0,170.0,35.0,5.008334998767433,0.7279369585505001,22716.8,8836700.969999999
944,75.0,160.0,15.0,90.0,170.0,40.0,6.014397459552193,0.8714222501577852,23164.42,10952413.75
945,75.0,160.0,20.0,90.0,170.0,45.0,6.486062166521111,1.015361530958953,23530.35,12130120.8
946,75.0,160.0,25.0,90.0,170.0,50.0,6.324539082119209,1.1556366303322216,23792.85,12115347.66
947,75.0,160.0,30.0,90.0,170.0,55.0,6.035899077897739,1.2494720080126873,23942.03,11755517.190000001
948,75.0,160.0,35.0,90.0,170.0,60.0,5.558032218420606,1.2901914708261082,24036.56,10953433.66
949,75.0,160.0,40.0,90.0,170.0,65.0,4.711022388100699,1.2674893117832176,23663.91,9202674.030000001
950,75.0,160.0,45.0,90.0,170.0,70.0,3.9247939795965654,1.2405234586535854,21147.42,6907997.78
951,75.0,165.0,0.0,90.0,175.0,25.0,2.208502847508534,0.3470889305941206,21601.339999999997,3392209.0300000003
952,75.0,165.0,5.0,90.0,175.0,30.0,3.2401004579013417,0.490405083270207,22111.75,5352813.41
953,75.0,165.0,10.0,90.0,175.0,35.0,4.4240839333448685,0.6494710908615801,22655.12,7700964.790000001
954,75.0,165.0,15.0,90.0,175.0,40.0,5.516040540061385,0.8044020001504785,23126.26,9962619.61
955,75.0,165.0,20.0,90.0,175.0,45.0,6.093838686565488,0.9685285376819325,23490.17,11338881.49
956,75.0,165.0,25.0,90.0,175.0,50.0,6.084060895546538,1.1363904382000078,23732.77,11620244.26
957,75.0,165.0,30.0,90.0,175.0,55.0,5.916092326594822,1.2461888931678855,23863.33,11491251.73
958,75.0,165.0,35.0,90.0,175.0,60.0,5.510086028281042,1.300598796897724,23963.05,10842588.760000002
959,75.0,165.0,40.0,90.0,175.0,65.0,4.717859517506517,1.2848254040859672,23654.62,9231097.120000001
960,75.0,165.0,45.0,90.0,175.0,70.0,3.9239305486603175,1.2556762253463916,21270.72,6960786.5600000005
961,75.0,170.0,0.0,90.0,180.0,25.0,2.182671070456025,0.3551452412460642,21717.66,3366999.92
962,75.0,170.0,5.0,90.0,180.0,30.0,3.233387953824206,0.5073661771778555,22268.809999999998,5388928.66
963,75.0,170.0,10.0,90.0,180.0,35.0,4.441029317281916,0.6727439409739026,22833.29,7804956.210000001
964,75.0,170.0,15.0,90.0,180.0,40.0,5.6195002930757,0.8344901211208173,23338.68,10263734.370000001
965,75.0,170.0,20.0,90.0,180.0,45.0,6.298647145879075,0.9942367767210636,23669.81,11823039.25
966,75.0,170.0,25.0,90.0,180.0,50.0,6.3737698988189955,1.142044563787003,23830.559999999998,12205928.760000002
967,75.0,170.0,30.0,90.0,180.0,55.0,6.246625971454465,1.2453458388364105,23888.15,12114544.780000001
968,75.0,170.0,35.0,90.0,180.0,60.0,5.859476074538228,1.3258526763923726,23949.59,11514092.04
969,75.0,170.0,40.0,90.0,180.0,65.0,5.091539684679298,1.3318601056477741,23665.43,9974549.39
970,75.0,170.0,45.0,90.0,180.0,70.0,4.283044966892929,1.307678039926726,21388.18,7647843.970000001
971,75.0,175.0,0.0,90.0,185.0,25.0,2.4015110428276674,0.3864710288006688,21843.589999999997,3782598.35
972,75.0,175.0,5.0,90.0,185.0,30.0,3.526589169493029,0.5534395967996665,22446.409999999996,5981425.84
973,75.0,175.0,10.0,90.0,185.0,35.0,4.756552471306534,0.724608019028173,23047.93,8486287.370000001
974,75.0,175.0,15.0,90.0,185.0,40.0,5.971325345005106,0.8924968454860155,23601.1,11075037.629999999
975,75.0,175.0,20.0,90.0,185.0,45.0,6.685840284199558,1.0385384016703838,23898.7,12695949.27
976,75.0,175.0,25.0,90.0,185.0,50.0,6.788546085156875,1.1693105925359533,23985.379999999997,13082106.25
977,75.0,175.0,30.0,90.0,185.0,55.0,6.63133085875962,1.2728137228785927,23987.97,12909642.740000002
978,75.0,175.0,35.0,90.0,185.0,60.0,6.181832899808466,1.3564545457196868,24000.93,12174429.0
979,75.0,175.0,40.0,90.0,185.0,65.0,5.404610234714742,1.370743448181059,23715.17,10615103.75
980,75.0,175.0,45.0,90.0,185.0,70.0,4.58090251173479,1.3443727815130229,21532.129999999997,8234478.06
981,75.0,180.0,0.0,90.0,190.0,25.0,2.408782880140746,0.38194750167483055,21838.03,3793042.13
982,75.0,180.0,5.0,90.0,190.0,30.0,3.550381791489652,0.5508501398383744,22458.07,6026688.26
983,75.0,180.0,10.0,90.0,190.0,35.0,4.758523241287957,0.7221445343661158,23078.109999999997,8501539.8
984,75.0,180.0,15.0,90.0,190.0,40.0,5.9568015847204565,0.8954896203344301,23676.1,11087054.32
985,75.0,180.0,20.0,90.0,190.0,45.0,6.696889326374074,1.0415107137402944,24031.29,12789813.030000001
986,75.0,180.0,25.0,90.0,190.0,50.0,6.831764850610155,1.1641356997167045,24102.04,13220038.370000001
987,75.0,180.0,30.0,90.0,190.0,55.0,6.654598552296002,1.2730340017002508,24090.56,13007499.98
988,75.0,180.0,35.0,90.0,190.0,60.0,6.180581731286178,1.3594390181426728,24087.41,12218416.629999999
989,75.0,180.0,40.0,90.0,190.0,65.0,5.4289960057204105,1.377263769205572,23781.510000000002,10696432.19
990,75.0,180.0,45.0,90.0,190.0,70.0,4.624768520568979,1.3445666507961112,21675.36,8362465.539999999
991,75.0,185.0,0.0,90.0,195.0,25.0,1.9130072948977508,0.30115830067423244,21535.6,2848256.5999999996
992,75.0,185.0,5.0,90.0,195.0,30.0,2.970812844946027,0.459658339817762,22155.64,4871595.87
993,75.0,185.0,10.0,90.0,195.0,35.0,4.050303213778908,0.6177652961404445,22775.68,7043659.85
994,75.0,185.0,15.0,90.0,195.0,40.0,5.120371074003189,0.7848251761405586,23391.829999999998,9323113.0
995,75.0,185.0,20.0,90.0,195.0,45.0,5.835790485027402,0.9347032553648393,23860.92,10983630.46
996,75.0,185.0,25.0,90.0,195.0,50.0,6.038548848581895,1.0594360970634622,24080.74,11606825.850000001
997,75.0,185.0,30.0,90.0,195.0,55.0,5.866249999999999,1.1577777777777778,24120.0,11415659.670000002
998,75.0,185.0,35.0,90.0,195.0,60.0,5.420694444444445,1.2319444444444443,24120.0,10665975.670000002
999,75.0,185.0,40.0,90.0,195.0,65.0,4.783632992754033,1.256705727314124,23827.050000000003,9386545.94
1000,75.0,185.0,45.0,90.0,195.0,70.0,4.092072542737005,1.2267621784396172,21784.4,7381834.5600000005
1001,75.0,190.0,0.0,90.0,200.0,25.0,1.0683119140454287,0.17108591846894608,21051.119999999995,1308032.53
1002,75.0,190.0,5.0,90.0,200.0,30.0,1.83496921537291,0.28978737651995484,21593.569999999996,2703269.0300000003
1003,75.0,190.0,10.0,90.0,200.0,35.0,2.645461512537801,0.4139802831953461,22195.28,4261100.84
1004,75.0,190.0,15.0,90.0,200.0,40.0,3.446918956210126,0.550441909208374,22815.32,5903738.42
1005,75.0,190.0,20.0,90.0,200.0,45.0,4.037416284693382,0.6858392048857243,23393.870000000003,7243687.47
1006,75.0,190.0,25.0,90.0,200.0,50.0,4.292170982920623,0.7994865300512571,23791.85,7952276.38
1007,75.0,190.0,30.0,90.0,200.0,55.0,4.230055139613684,0.8843377204459504,23999.08,7998291.91
1008,75.0,190.0,35.0,90.0,200.0,60.0,3.9305544391175458,0.9428083706766586,24024.82,7514522.25
1009,75.0,190.0,40.0,90.0,200.0,65.0,3.4747092683251797,0.9608686680527196,23717.23,6603541.880000001
1010,75.0,190.0,45.0,90.0,200.0,70.0,2.9853737490766625,0.9374996177301163,21647.01,5183164.62
1011,75.0,195.0,0.0,90.0,205.0,25.0,0.34291301406244545,0.05787565281617239,20633.68,49998.41999999993
1012,75.0,195.0,5.0,90.0,205.0,30.0,0.7475617881710492,0.12341064888721948,20978.53,738829.74
1013,75.0,195.0,10.0,90.0,205.0,35.0,1.2154988092903372,0.1987757356717938,21415.799999999996,1564118.2800000003
1014,75.0,195.0,15.0,90.0,205.0,40.0,1.7340972591764714,0.2947644009854872,21930.27,2540124.16
1015,75.0,195.0,20.0,90.0,205.0,45.0,2.1896082739674423,0.40588438888819783,22510.12,3478491.62
1016,75.0,195.0,25.0,90.0,205.0,50.0,2.5072896318166027,0.510405279610976,23032.0,4213632.97
1017,75.0,195.0,30.0,90.0,205.0,55.0,2.5795453271925513,0.5851166068457999,23378.129999999997,4476596.369999999
1018,75.0,195.0,35.0,90.0,205.0,60.0,2.4437599297072268,0.6255793779430833,23444.800000000003,4285766.29
1019,75.0,195.0,40.0,90.0,205.0,65.0,2.1871294510978947,0.6343519298023278,23198.489999999998,3802320.98
1020,75.0,195.0,45.0,90.0,205.0,70.0,1.8891376808678346,0.6169609706563908,21123.85,2967118.0300000003
1021,75.0,200.0,10.0,90.0,210.0,35.0,0.34253684845429855,0.05837275667418291,20790.559999999998,29423.58999999996
1022,75.0,200.0,15.0,90.0,210.0,40.0,0.6073953928145729,0.10934838729552387,21099.649999999998,481636.61
1023,75.0,200.0,20.0,90.0,210.0,45.0,0.8647918822365742,0.17511280386338512,21483.75,947402.8500000001
1024,75.0,200.0,25.0,90.0,210.0,50.0,1.1079621322698026,0.24986930173805985,21889.35,1416634.7200000002
1025,75.0,200.0,30.0,90.0,210.0,55.0,1.2648431013488683,0.31344705173757825,22231.229999999996,1752724.4
1026,75.0,200.0,35.0,90.0,210.0,60.0,1.2664932454493056,0.34486801944293044,22327.909999999996,1788498.34
1027,75.0,200.0,40.0,90.0,210.0,65.0,1.154888605392763,0.34810131172516257,22199.01,1599862.65
1028,75.0,200.0,45.0,90.0,210.0,70.0,1.0058056598817928,0.33743974263282,20217.03,1221542.8199999998
1029,75.0,205.0,25.0,90.0,215.0,50.0,0.4041738863395829,0.0992311740859751,20938.16,143441.36999999994
1030,75.0,205.0,30.0,90.0,215.0,55.0,0.5018994442515584,0.13388889862528874,21112.07,319373.62
1031,75.0,205.0,35.0,90.0,215.0,60.0,0.5262960410253311,0.14820276721769007,21183.01,366930.19999999995
1032,75.0,205.0,40.0,90.0,215.0,65.0,0.5139966878056217,0.15414970571119913,21188.37,356005.81999999995
1033,75.0,205.0,45.0,90.0,215.0,70.0,0.46359415485985483,0.15116110546156192,19362.409999999996,251420.88
1034,80.0,90.0,0.0,95.0,100.0,25.0,1.0171018475835005,0.16989126807075486,21063.729999999996,1200334.82
1035,80.0,90.0,5.0,95.0,100.0,30.0,0.9575130194058977,0.16334289154260537,20980.219999999998,1096134.05
1036,80.0,90.0,10.0,95.0,100.0,35.0,0.9797245880677415,0.16720846980912873,20959.149999999998,1138250.3
1037,80.0,90.0,15.0,95.0,100.0,40.0,1.017769298622038,0.17161505268678776,20973.0,1201706.6700000002
1038,80.0,90.0,20.0,95.0,100.0,45.0,0.8841434770250522,0.14561841862227834,20897.979999999996,969152.12
1039,80.0,90.0,25.0,95.0,100.0,50.0,0.6379688218844166,0.10316815323138141,20758.149999999998,545440.79
1040,80.0,90.0,30.0,95.0,100.0,55.0,0.3833751564789567,0.061388742248833096,20609.799999999996,114881.42999999996
1041,80.0,95.0,0.0,95.0,105.0,25.0,2.649697848384709,0.4508027746176211,22150.799999999996,4276176.9399999995
1042,80.0,95.0,5.0,95.0,105.0,30.0,2.7765942894105518,0.47244589774132195,22138.17,4518484.0600000005
1043,80.0,95.0,10.0,95.0,105.0,35.0,2.9280442653189787,0.49480152048781423,22129.739999999998,4803078.01
1044,80.0,95.0,15.0,95.0,105.0,40.0,3.0348870100402388,0.5054163296877866,22132.94,4995016.8
1045,80.0,95.0,20.0,95.0,105.0,45.0,2.8495138491208847,0.46827904289941186,21985.149999999994,4620372.05
1046,80.0,95.0,25.0,95.0,105.0,50.0,2.4089961351726923,0.3934830011620737,21711.189999999995,3764626.08
1047,80.0,95.0,30.0,95.0,105.0,55.0,1.8455376206049434,0.3035263807456731,21382.829999999998,2709497.3
1048,80.0,95.0,35.0,95.0,105.0,60.0,1.3419101989790607,0.22670502609173307,21117.799999999996,1801886.35
1049,80.0,95.0,40.0,95.0,105.0,65.0,0.876622622399346,0.1572012257405516,20891.86,981312.16
1050,80.0,95.0,45.0,95.0,105.0,70.0,0.5118484468178063,0.10135226890101544,17967.949999999997,303336.98999999993
1051,80.0,100.0,0.0,95.0,110.0,25.0,3.9735280546323057,0.6807760905197621,23067.670000000002,7020379.859999999
1052,80.0,100.0,5.0,95.0,110.0,30.0,4.380793630300785,0.7465974104107734,23236.89,7875954.5
1053,80.0,100.0,10.0,95.0,110.0,35.0,4.72818001071993,0.7971607933778467,23302.39,8581811.02
1054,80.0,100.0,15.0,95.0,110.0,40.0,4.984874241050667,0.8259478652976111,23329.949999999997,9085333.96
1055,80.0,100.0,20.0,95.0,110.0,45.0,4.933562866803677,0.8068458365074664,23195.309999999998,8929689.030000001
1056,80.0,100.0,25.0,95.0,110.0,50.0,4.588381924325381,0.749714973060561,22932.92,8165403.700000001
1057,80.0,100.0,30.0,95.0,110.0,55.0,3.9890554715274535,0.6652606926373976,22598.260000000002,6925237.880000001
1058,80.0,100.0,35.0,95.0,110.0,60.0,3.288677378621085,0.5747803521330273,22284.76,5546289.970000001
1059,80.0,100.0,40.0,95.0,110.0,65.0,2.520227074965082,0.4740947869720616,21915.67,4067848.67
1060,80.0,100.0,45.0,95.0,110.0,70.0,1.934671036188444,0.39575684938259503,18764.829999999998,2578912.16
1061,80.0,105.0,0.0,95.0,115.0,25.0,4.200021503138616,0.739710956711228,23257.07,7555072.23
1062,80.0,105.0,5.0,95.0,115.0,30.0,4.876013088817276,0.8519237055839707,23676.7,9046194.85
1063,80.0,105.0,10.0,95.0,115.0,35.0,5.374019090299883,0.9258007078237561,23876.0,10125065.690000001
1064,80.0,105.0,15.0,95.0,115.0,40.0,5.754820785904498,0.9712174009604115,23954.31,10917817.2
1065,80.0,105.0,20.0,95.0,115.0,45.0,5.944453304166076,0.9842840705215445,23917.23,11267666.89
1066,80.0,105.0,25.0,95.0,115.0,50.0,5.899013656864863,0.9680945097739317,23799.02,11109551.1
1067,80.0,105.0,30.0,95.0,115.0,55.0,5.550393232088247,0.9278863976425558,23612.01,10345145.63
1068,80.0,105.0,35.0,95.0,115.0,60.0,4.956597067033433,0.8747604507402104,23389.97,9120744.0
1069,80.0,105.0,40.0,95.0,115.0,65.0,4.174133263084804,0.8039390847794177,22985.059999999998,7503705.05
1070,80.0,105.0,45.0,95.0,115.0,70.0,3.5775640469439964,0.7372232355265516,19638.72,5451618.42
1071,80.0,110.0,0.0,95.0,120.0,25.0,3.4605550718623337,0.6541490631243705,22868.03,6042948.279999999
1072,80.0,110.0,5.0,95.0,120.0,30.0,4.216534738554247,0.7890948857282714,23411.739999999998,7685547.84
1073,80.0,110.0,10.0,95.0,120.0,35.0,4.788458960408697,0.8789013525916074,23741.829999999998,8938875.73
1074,80.0,110.0,15.0,95.0,120.0,40.0,5.285228701280078,0.9416163126269095,23919.63,9995639.82
1075,80.0,110.0,20.0,95.0,120.0,45.0,5.690363594028946,0.9812647295756134,24007.82,10833051.93
1076,80.0,110.0,25.0,95.0,120.0,50.0,5.94196361631753,1.000495970543571,24035.5,11336182.26
1077,80.0,110.0,30.0,95.0,120.0,55.0,5.939951208554414,1.0094737104835674,24039.05,11344893.98
1078,80.0,110.0,35.0,95.0,120.0,60.0,5.652082603609653,1.013603883768557,24004.52,10796701.439999998
1079,80.0,110.0,40.0,95.0,120.0,65.0,5.103413047181204,1.001103164475906,23659.21,9623357.65
1080,80.0,110.0,45.0,95.0,120.0,70.0,4.693832078977209,0.9705077706780841,20221.53,7558454.72
1081,80.0,115.0,0.0,95.0,125.0,25.0,2.691261677476352,0.5583714022906126,22547.68,4532619.92
1082,80.0,115.0,5.0,95.0,125.0,30.0,3.4457503851094198,0.6991156210237965,23129.79,6123167.78
1083,80.0,115.0,10.0,95.0,125.0,35.0,4.046479407635647,0.7985572775427596,23549.02,7425874.14
1084,80.0,115.0,15.0,95.0,125.0,40.0,4.583586893792949,0.8750231619546245,23791.17,8572990.92
1085,80.0,115.0,20.0,95.0,125.0,45.0,5.017021786486002,0.9248674913469579,23930.89,9484438.65
